Symbol,Name,Sector,industry,instrument,path
AKS,AK Steel Holding Corporation,Basic Industries,Steel/Iron Ore,S1000255,./yhoo_data/S1000255.csv
AKTS,"Akoustis Technologies, Inc.",Public Utilities,Telecommunications Equipment,S1000256,./yhoo_data/S1000256.csv
AKTX,Akari Therapeutics Plc,Health Care,Major Pharmaceuticals,S1000257,./yhoo_data/S1000257.csv
AL,Air Lease Corporation,Technology,Diversified Commercial Services,S1000258,./yhoo_data/S1000258.csv
ALB,Albemarle Corporation,Basic Industries,Major Chemicals,S1000259,./yhoo_data/S1000259.csv
ALBO,"Albireo Pharma, Inc.",Health Care,Major Pharmaceuticals,S1000260,./yhoo_data/S1000260.csv
ALCO,"Alico, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,S1000261,./yhoo_data/S1000261.csv
ALDR,"Alder BioPharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000262,./yhoo_data/S1000262.csv
ALDW,"Alon USA Partners, LP",Energy,Integrated oil Companies,S1000263,./yhoo_data/S1000263.csv
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,Major Pharmaceuticals,S1000264,./yhoo_data/S1000264.csv
ALE,"Allete, Inc.",Public Utilities,Power Generation,S1000265,./yhoo_data/S1000265.csv
ALEX,"Alexander & Baldwin Holdings, Inc.",Finance,Real Estate,S1000266,./yhoo_data/S1000266.csv
ALG,"Alamo Group, Inc.",Capital Goods,Industrial Machinery/Components,S1000267,./yhoo_data/S1000267.csv
ALGN,"Align Technology, Inc.",Health Care,Industrial Specialties,S1000268,./yhoo_data/S1000268.csv
ALGT,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,S1000269,./yhoo_data/S1000269.csv
ALIM,"Alimera Sciences, Inc.",Health Care,Major Pharmaceuticals,S1000270,./yhoo_data/S1000270.csv
ALJ,"Alon USA Energy, Inc.",Energy,Integrated oil Companies,S1000271,./yhoo_data/S1000271.csv
ALJJ,"ALJ Regional Holdings, Inc.",Miscellaneous,Business Services,S1000272,./yhoo_data/S1000272.csv
ALK,"Alaska Air Group, Inc.",Transportation,Air Freight/Delivery Services,S1000273,./yhoo_data/S1000273.csv
ALKS,Alkermes plc,Health Care,Major Pharmaceuticals,S1000274,./yhoo_data/S1000274.csv
ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,S1000275,./yhoo_data/S1000275.csv
ALLE,Allegion plc,Consumer Services,Diversified Commercial Services,S1000276,./yhoo_data/S1000276.csv
ALLT,Allot Communications Ltd.,Technology,Computer Communications Equipment,S1000277,./yhoo_data/S1000277.csv
ALLY,Ally Financial Inc.,Finance,Finance: Consumer Services,S1000278,./yhoo_data/S1000278.csv
ALLY^A,Ally Financial Inc.,n/a,n/a,S1000279,./yhoo_data/S1000279.csv
ALL^A,Allstate Corporation (The),n/a,n/a,S1000280,./yhoo_data/S1000280.csv
ALL^B,Allstate Corporation (The),n/a,n/a,S1000281,./yhoo_data/S1000281.csv
ALL^C,Allstate Corporation (The),n/a,n/a,S1000282,./yhoo_data/S1000282.csv
ALL^D,Allstate Corporation (The),n/a,n/a,S1000283,./yhoo_data/S1000283.csv
ALL^E,Allstate Corporation (The),n/a,n/a,S1000284,./yhoo_data/S1000284.csv
ALL^F,Allstate Corporation (The),n/a,n/a,S1000285,./yhoo_data/S1000285.csv
ALN,American Lorain Corporation,Consumer Non-Durables,Packaged Foods,S1000286,./yhoo_data/S1000286.csv
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000287,./yhoo_data/S1000287.csv
ALOG,Analogic Corporation,Capital Goods,Electrical Products,S1000288,./yhoo_data/S1000288.csv
ALOT,"AstroNova, Inc.",Technology,Computer peripheral equipment,S1000289,./yhoo_data/S1000289.csv
ALP^O,Alabama Power Company,Public Utilities,Electric Utilities: Central,S1000290,./yhoo_data/S1000290.csv
ALQA,"Alliqua BioMedical, Inc.",Health Care,Medical/Dental Instruments,S1000291,./yhoo_data/S1000291.csv
ALR,Alere Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,S1000292,./yhoo_data/S1000292.csv
ALRM,"Alarm.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software,S1000293,./yhoo_data/S1000293.csv
ALR^B,Alere Inc.,n/a,n/a,S1000294,./yhoo_data/S1000294.csv
ALSK,"Alaska Communications Systems Group, Inc.",Public Utilities,Telecommunications Equipment,S1000295,./yhoo_data/S1000295.csv
ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,S1000296,./yhoo_data/S1000296.csv
ALTY,Global X SuperDividend Alternatives ETF,n/a,n/a,S1000297,./yhoo_data/S1000297.csv
ALV,"Autoliv, Inc.",Capital Goods,Auto Parts:O.E.M.,S1000298,./yhoo_data/S1000298.csv
ALX,"Alexander&#39;s, Inc.",Consumer Services,Real Estate Investment Trusts,S1000299,./yhoo_data/S1000299.csv
ALXN,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000300,./yhoo_data/S1000300.csv
AM,Antero Midstream Partners LP,Public Utilities,Natural Gas Distribution,S1000301,./yhoo_data/S1000301.csv
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000302,./yhoo_data/S1000302.csv
AMAT,"Applied Materials, Inc.",Technology,Semiconductors,S1000303,./yhoo_data/S1000303.csv
AMBA,"Ambarella, Inc.",Technology,Semiconductors,S1000304,./yhoo_data/S1000304.csv
AMBC,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers,S1000305,./yhoo_data/S1000305.csv
AMBCW,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers,S1000306,./yhoo_data/S1000306.csv
AMBR,"Amber Road, Inc.",Technology,Computer Software: Prepackaged Software,S1000307,./yhoo_data/S1000307.csv
AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,Movies/Entertainment,S1000308,./yhoo_data/S1000308.csv
AMCN,AirMedia Group Inc,Technology,Advertising,S1000309,./yhoo_data/S1000309.csv
AMCX,AMC Networks Inc.,Consumer Services,Television Services,S1000310,./yhoo_data/S1000310.csv
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,S1000311,./yhoo_data/S1000311.csv
AMDA,Amedica Corporation,Health Care,Medical/Dental Instruments,S1000312,./yhoo_data/S1000312.csv
AME,"AMTEK, Inc.",Consumer Durables,Metal Fabrications,S1000313,./yhoo_data/S1000313.csv
AMED,Amedisys Inc,Health Care,Medical/Nursing Services,S1000314,./yhoo_data/S1000314.csv
AMFW,Amec Plc Ord,Consumer Services,Military/Government/Technical,S1000315,./yhoo_data/S1000315.csv
AMG,"Affiliated Managers Group, Inc.",Finance,Investment Managers,S1000316,./yhoo_data/S1000316.csv
AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000317,./yhoo_data/S1000317.csv
AMH,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,S1000318,./yhoo_data/S1000318.csv
AMH^A,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,S1000319,./yhoo_data/S1000319.csv
AMH^B,American Homes 4 Rent,n/a,n/a,S1000320,./yhoo_data/S1000320.csv
AMH^C,American Homes 4 Rent,n/a,n/a,S1000321,./yhoo_data/S1000321.csv
AMH^D,American Homes 4 Rent,n/a,n/a,S1000322,./yhoo_data/S1000322.csv
AMH^E,American Homes 4 Rent,n/a,n/a,S1000323,./yhoo_data/S1000323.csv
AMID,"American Midstream Partners, LP",Public Utilities,Natural Gas Distribution,S1000324,./yhoo_data/S1000324.csv
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,S1000325,./yhoo_data/S1000325.csv
AMMA,"Alliance MMA, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,S1000326,./yhoo_data/S1000326.csv
AMN,AMN Healthcare Services Inc,Technology,Professional Services,S1000327,./yhoo_data/S1000327.csv
AMNB,"American National Bankshares, Inc.",Finance,Major Banks,S1000328,./yhoo_data/S1000328.csv
AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products,S1000329,./yhoo_data/S1000329.csv
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,S1000330,./yhoo_data/S1000330.csv
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,S1000331,./yhoo_data/S1000331.csv
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,Investment Managers,S1000332,./yhoo_data/S1000332.csv
AMPE,"Ampio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000333,./yhoo_data/S1000333.csv
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000334,./yhoo_data/S1000334.csv
AMRB,American River Bankshares,Finance,Major Banks,S1000335,./yhoo_data/S1000335.csv
AMRC,"Ameresco, Inc.",Basic Industries,Engineering & Construction,S1000336,./yhoo_data/S1000336.csv
AMRI,"Albany Molecular Research, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,S1000337,./yhoo_data/S1000337.csv
AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,Other Specialty Stores,S1000338,./yhoo_data/S1000338.csv
AMRN,Amarin Corporation plc,Health Care,Major Pharmaceuticals,S1000339,./yhoo_data/S1000339.csv
AMRS,"Amyris, Inc.",Basic Industries,Major Chemicals,S1000340,./yhoo_data/S1000340.csv
AMS,American Shared Hospital Services,Health Care,Medical Specialities,S1000341,./yhoo_data/S1000341.csv
AMSC,American Superconductor Corporation,Consumer Durables,Metal Fabrications,S1000342,./yhoo_data/S1000342.csv
AMSF,"AMERISAFE, Inc.",Finance,Property-Casualty Insurers,S1000343,./yhoo_data/S1000343.csv
AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software,S1000344,./yhoo_data/S1000344.csv
AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts,S1000345,./yhoo_data/S1000345.csv
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service,S1000346,./yhoo_data/S1000346.csv
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,S1000347,./yhoo_data/S1000347.csv
AMT^A,American Tower Corporation (REIT),n/a,n/a,S1000348,./yhoo_data/S1000348.csv
AMT^B,American Tower Corporation (REIT),n/a,n/a,S1000349,./yhoo_data/S1000349.csv
AMWD,American Woodmark Corporation,Basic Industries,Forest Products,S1000350,./yhoo_data/S1000350.csv
AMX,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,S1000351,./yhoo_data/S1000351.csv
AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,S1000352,./yhoo_data/S1000352.csv
AN,"AutoNation, Inc.",Consumer Durables,Automotive Aftermarket,S1000353,./yhoo_data/S1000353.csv
ANAB,"AnaptysBio, Inc.",Health Care,Major Pharmaceuticals,S1000354,./yhoo_data/S1000354.csv
ANAT,American National Insurance Company,Finance,Life Insurance,S1000355,./yhoo_data/S1000355.csv
ANCB,Anchor Bancorp,Finance,Banks,S1000356,./yhoo_data/S1000356.csv
ANCX,Access National Corporation,Finance,Savings Institutions,S1000357,./yhoo_data/S1000357.csv
ANDA,Andina Acquisition Corp. II,Finance,Business Services,S1000358,./yhoo_data/S1000358.csv
ANDAR,Andina Acquisition Corp. II,Finance,Business Services,S1000359,./yhoo_data/S1000359.csv
ANDAU,Andina Acquisition Corp. II,Finance,Business Services,S1000360,./yhoo_data/S1000360.csv
ANDAW,Andina Acquisition Corp. II,Finance,Business Services,S1000361,./yhoo_data/S1000361.csv
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling,S1000362,./yhoo_data/S1000362.csv
ANET,"Arista Networks, Inc.",Technology,Computer Communications Equipment,S1000363,./yhoo_data/S1000363.csv
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores,S1000364,./yhoo_data/S1000364.csv
ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,S1000365,./yhoo_data/S1000365.csv
ANGI,"Angie&#39;s List, Inc.",Consumer Services,Advertising,S1000366,./yhoo_data/S1000366.csv
ANGO,"AngioDynamics, Inc.",Health Care,Medical/Dental Instruments,S1000367,./yhoo_data/S1000367.csv
ANH,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,S1000368,./yhoo_data/S1000368.csv
ANH^A,Anworth Mortgage Asset  Corporation,n/a,n/a,S1000369,./yhoo_data/S1000369.csv
ANH^B,Anworth Mortgage Asset  Corporation,n/a,n/a,S1000370,./yhoo_data/S1000370.csv
ANH^C,Anworth Mortgage Asset  Corporation,n/a,n/a,S1000371,./yhoo_data/S1000371.csv
ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments,S1000372,./yhoo_data/S1000372.csv
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000373,./yhoo_data/S1000373.csv
ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software,S1000374,./yhoo_data/S1000374.csv
ANTH,"Anthera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000375,./yhoo_data/S1000375.csv
ANTM,"Anthem, Inc.",Health Care,Medical Specialities,S1000376,./yhoo_data/S1000376.csv
ANTX,"Anthem, Inc.",Health Care,Medical Specialities,S1000377,./yhoo_data/S1000377.csv
ANW,Aegean Marine Petroleum Network Inc.,Energy,Oil Refining/Marketing,S1000378,./yhoo_data/S1000378.csv
ANY,Sphere 3D Corp.,Technology,EDP Services,S1000379,./yhoo_data/S1000379.csv
AOBC,American Outdoor Brands Corporation,Capital Goods,Ordnance And Accessories,S1000380,./yhoo_data/S1000380.csv
AOD,Alpine Total Dynamic Dividend Fund,n/a,n/a,S1000381,./yhoo_data/S1000381.csv
AOI,"Alliance One International, Inc.",Consumer Services,Farming/Seeds/Milling,S1000382,./yhoo_data/S1000382.csv
AON,Aon plc,Finance,Specialty Insurers,S1000383,./yhoo_data/S1000383.csv
AOS,Smith (A.O.) Corporation,Consumer Durables,Consumer Electronics/Appliances,S1000384,./yhoo_data/S1000384.csv
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,S1000385,./yhoo_data/S1000385.csv
AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls,S1000386,./yhoo_data/S1000386.csv
APA,Apache Corporation,Energy,Oil & Gas Production,S1000387,./yhoo_data/S1000387.csv
APAM,Artisan Partners Asset Management Inc.,Finance,Investment Managers,S1000388,./yhoo_data/S1000388.csv
APB,"Asia Pacific Fund, Inc. (The)",n/a,n/a,S1000389,./yhoo_data/S1000389.csv
APC,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,S1000390,./yhoo_data/S1000390.csv
APD,"Air Products and Chemicals, Inc.",Basic Industries,Major Chemicals,S1000391,./yhoo_data/S1000391.csv
APDN,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,S1000392,./yhoo_data/S1000392.csv
APDNW,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,S1000393,./yhoo_data/S1000393.csv
APEI,"American Public Education, Inc.",Consumer Services,Other Consumer Services,S1000394,./yhoo_data/S1000394.csv
APEN,"Apollo Endosurgery, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000395,./yhoo_data/S1000395.csv
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",n/a,n/a,S1000396,./yhoo_data/S1000396.csv
APFH,"AdvancePierre Foods Holdings, Inc.",Consumer Non-Durables,Packaged Foods,S1000397,./yhoo_data/S1000397.csv
APH,Amphenol Corporation,Capital Goods,Electrical Products,S1000398,./yhoo_data/S1000398.csv
APHB,AmpliPhi Biosciences Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000399,./yhoo_data/S1000399.csv
APLE,"Apple Hospitality REIT, Inc.",Consumer Services,Real Estate Investment Trusts,S1000400,./yhoo_data/S1000400.csv
APLP,"Archrock Partners, L.P.",Public Utilities,Natural Gas Distribution,S1000401,./yhoo_data/S1000401.csv
APO,"Apollo Global Management, LLC",Finance,Investment Managers,S1000402,./yhoo_data/S1000402.csv
APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.,S1000403,./yhoo_data/S1000403.csv
APOP,Cellect Biotechnology Ltd.,n/a,n/a,S1000404,./yhoo_data/S1000404.csv
APOPW,Cellect Biotechnology Ltd.,n/a,n/a,S1000405,./yhoo_data/S1000405.csv
APO^A,"Apollo Global Management, LLC",n/a,n/a,S1000406,./yhoo_data/S1000406.csv
APPF,"AppFolio, Inc.",Technology,Computer Software: Prepackaged Software,S1000407,./yhoo_data/S1000407.csv
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,S1000408,./yhoo_data/S1000408.csv
APRI,"Apricus Biosciences, Inc.",Health Care,Major Pharmaceuticals,S1000409,./yhoo_data/S1000409.csv
APT,"Alpha Pro Tech, Ltd.",Health Care,Industrial Specialties,S1000410,./yhoo_data/S1000410.csv
APTI,"Apptio, Inc.",Technology,Computer Software: Prepackaged Software,S1000411,./yhoo_data/S1000411.csv
APTO,"Aptose Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),S1000412,./yhoo_data/S1000412.csv
APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,S1000413,./yhoo_data/S1000413.csv
APU,"AmeriGas Partners, L.P.",Consumer Services,Other Specialty Stores,S1000414,./yhoo_data/S1000414.csv
APVO,Aptevo Therapeutics Inc.,Health Care,Major Pharmaceuticals,S1000415,./yhoo_data/S1000415.csv
APWC,Asia Pacific Wire & Cable Corporation Limited,Basic Industries,Telecommunications Equipment,S1000416,./yhoo_data/S1000416.csv
AQB,"AquaBounty Technologies, Inc.",n/a,n/a,S1000417,./yhoo_data/S1000417.csv
AQMS,"Aqua Metals, Inc.",Basic Industries,Metal Fabrications,S1000418,./yhoo_data/S1000418.csv
AQN,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,S1000419,./yhoo_data/S1000419.csv
AQXP,"Aquinox Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000420,./yhoo_data/S1000420.csv
AR,Antero Resources Corporation,Energy,Oil & Gas Production,S1000421,./yhoo_data/S1000421.csv
ARA,"American Renal Associates Holdings, Inc",Health Care,Hospital/Nursing Management,S1000422,./yhoo_data/S1000422.csv
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,S1000423,./yhoo_data/S1000423.csv
ARC,"ARC Document Solutions, Inc.",Consumer Services,Professional Services,S1000424,./yhoo_data/S1000424.csv
ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services,S1000425,./yhoo_data/S1000425.csv
ARCC,Ares Capital Corporation,n/a,n/a,S1000426,./yhoo_data/S1000426.csv
ARCH,"Arch Coal, Inc.",Energy,Coal Mining,S1000427,./yhoo_data/S1000427.csv
ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,Home Furnishings,S1000428,./yhoo_data/S1000428.csv
ARCO,Arcos Dorados Holdings Inc.,Consumer Services,Restaurants,S1000429,./yhoo_data/S1000429.csv
ARCW,"ARC Group Worldwide, Inc.",Capital Goods,Metal Fabrications,S1000430,./yhoo_data/S1000430.csv
ARCX,Arc Logistic Partners LP,Energy,Oil Refining/Marketing,S1000431,./yhoo_data/S1000431.csv
ARD,Ardagh Group S.A.,Consumer Durables,Containers/Packaging,S1000432,./yhoo_data/S1000432.csv
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",n/a,n/a,S1000433,./yhoo_data/S1000433.csv
ARDM,Aradigm Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,S1000434,./yhoo_data/S1000434.csv
ARDX,"Ardelyx, Inc.",Health Care,Major Pharmaceuticals,S1000435,./yhoo_data/S1000435.csv
ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,Real Estate Investment Trusts,S1000436,./yhoo_data/S1000436.csv
ARES,Ares Management L.P.,Finance,Investment Managers,S1000437,./yhoo_data/S1000437.csv
ARES^A,Ares Management L.P.,n/a,n/a,S1000438,./yhoo_data/S1000438.csv
AREX,Approach Resources Inc.,Energy,Oil & Gas Production,S1000439,./yhoo_data/S1000439.csv
ARE^D,"Alexandria Real Estate Equities, Inc.",n/a,n/a,S1000440,./yhoo_data/S1000440.csv
ARGS,"Argos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,S1000441,./yhoo_data/S1000441.csv
ARH^C,Arch Capital Group Ltd.,n/a,n/a,S1000442,./yhoo_data/S1000442.csv
ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,S1000443,./yhoo_data/S1000443.csv
ARII,"American Railcar Industries, Inc.",Capital Goods,Railroads,S1000444,./yhoo_data/S1000444.csv
ARIS,"ARI Network Services, Inc.",Technology,"Computer Software: Programming, Data Processing",S1000445,./yhoo_data/S1000445.csv
ARI^A,Apollo Commercial Real Estate Finance,n/a,n/a,S1000446,./yhoo_data/S1000446.csv
ARI^C,Apollo Commercial Real Estate Finance,n/a,n/a,S1000447,./yhoo_data/S1000447.csv
ARKR,Ark Restaurants Corp.,Consumer Services,Restaurants,S1000448,./yhoo_data/S1000448.csv
ARL,"American Realty Investors, Inc.",Finance,Real Estate,S1000449,./yhoo_data/S1000449.csv
ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining,S1000450,./yhoo_data/S1000450.csv
ARLZ,Aralez Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,S1000451,./yhoo_data/S1000451.csv
ARMK,Aramark,Consumer Services,Restaurants,S1000452,./yhoo_data/S1000452.csv
ARNA,"Arena Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,S1000453,./yhoo_data/S1000453.csv
ARNC,Arconic Inc.,Capital Goods,Metal Fabrications,S1000454,./yhoo_data/S1000454.csv
ARNC^,Arconic Inc.,n/a,n/a,S1000455,./yhoo_data/S1000455.csv
ARNC^B,Arconic Inc.,n/a,n/a,S1000456,./yhoo_data/S1000456.csv
AROC,"Archrock, Inc.",Public Utilities,Natural Gas Distribution,S1000457,./yhoo_data/S1000457.csv
AROW,Arrow Financial Corporation,Finance,Major Banks,S1000458,./yhoo_data/S1000458.csv
